YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
265981,6,10,22,49.23467573,-123.0904674,16,0,-1,0,6
372774,9,2,24,49.27240256,-123.1280693,0,0,5,0,1
95086,1,9,10,49.28057869,-123.1152992,15,45,-1,0,1
530431,14,1,14,49.28621328,-123.1265533,15,5,1,0,22
117579,2,3,16,49.2486987,-123.0902171,5,0,5,0,15
179736,3,2,22,49.22737996,-123.0304837,21,0,2,0,8
314935,7,4,17,49.26196539,-123.0520788,20,0,0,0,14
43102,0,2,24,49.25522696,-123.1244234,22,30,0,0,17
94407,1,4,27,49.24188658,-123.1454485,22,30,3,0,16
257141,5,6,5,49.26384802,-123.1117016,19,0,5,0,11
26339,0,8,9,49.27854248,-123.0997107,16,0,1,0,19
456347,12,6,5,49.28805782,-123.1154753,5,30,-1,0,1
368650,9,4,2,49.28344257,-123.0892991,18,54,2,0,19
254891,5,3,28,49.28099554,-123.0847368,12,0,0,0,19
68072,1,6,6,49.22632793,-123.0350484,15,30,1,0,8
4505,0,11,8,49.24389652,-123.0858345,22,30,0,0,6
451617,12,3,18,49.27825587,-123.0849839,17,4,5,0,19
129766,2,8,16,49.22288437,-123.0592752,23,0,4,0,21
297685,7,8,17,49.20711037,-123.1244749,14,0,4,0,10
106311,2,5,10,49.27332167,-123.1295443,21,0,4,0,1
179542,3,3,5,49.25805695,-123.1460928,20,0,2,0,9
123728,2,7,21,49.23480029,-123.0285079,16,30,-1,0,14
236826,5,5,29,49.23044954,-123.1068437,0,0,-1,0,13
461643,12,6,28,49.23646133,-123.0854554,3,0,1,0,6
160930,3,9,9,49.28792648,-123.1300502,19,19,0,0,22
172246,3,9,0,49.26480834,-123.0518444,7,0,5,0,5
217728,4,8,29,49.28344002,-123.1039625,21,0,5,0,1
102757,2,9,16,49.2593456,-123.1619501,17,0,-1,0,9
242793,5,9,11,49.25060283,-123.1010603,14,0,5,0,15
34904,0,4,19,49.28228249,-123.1022903,18,0,0,0,1
93226,1,6,14,49.28847561,-123.0375517,9,0,2,0,5
76426,1,6,3,49.27594956,-123.1337698,5,0,5,0,1
126679,2,5,8,49.28436434,-123.1104888,8,40,2,0,1
468791,12,0,10,49.26566225,-123.1612191,18,0,5,0,9
98916,1,7,12,49.28402152,-123.1139242,23,20,3,0,1
23954,0,7,29,49.2845351,-123.1248567,15,0,4,0,22
271569,6,3,17,49.27440459,-123.119193,17,40,4,0,1
58702,1,2,29,49.21935773,-123.102393,21,20,0,0,20
208882,4,7,19,49.28028318,-123.0740484,1,0,-1,0,4
91297,1,1,0,49.23886606,-123.0325469,19,0,5,0,14
69431,1,7,27,49.25498732,-123.0862531,19,0,4,0,6
449475,12,4,6,49.2590569,-123.1484529,18,0,2,0,9
102308,2,9,12,49.27860433,-123.077734,18,17,2,0,19
243720,5,2,11,49.24037344,-123.037995,21,30,1,0,14
147802,3,4,24,49.22530381,-123.0739654,20,30,2,0,21
447865,12,0,17,49.2315236,-123.0655952,23,0,5,0,21
394397,10,10,2,49.28482712,-123.0572023,23,30,5,0,4
301042,7,8,16,49.2785019,-123.0753783,18,0,3,0,4
104736,2,2,28,49.28510947,-123.1389355,23,59,0,0,22
479233,13,9,15,49.2848978,-123.1183454,21,30,5,0,1
24733,0,5,7,49.28567566,-123.1231165,0,40,5,0,22
419802,11,2,9,49.25692902,-123.0835724,16,0,-1,0,11
51844,1,7,3,49.28155494,-123.1328867,6,49,1,0,22
388591,10,4,15,49.30679702,-123.153673,15,13,2,0,18
275379,6,1,26,49.23556079,-123.1595991,22,0,3,0,0
278716,6,7,16,49.26258768,-123.1331201,18,0,-1,0,3
495489,13,11,0,49.26728693,-123.2122743,1,0,2,0,23
347510,8,11,24,49.27170587,-123.1582813,12,0,5,0,9
3186,0,0,4,49.26140197,-123.0813112,17,30,5,0,11
492070,13,9,6,49.25881288,-123.0319365,10,7,3,0,14
55974,1,0,2,49.28527777,-123.115845,19,30,4,0,1
446609,12,7,19,49.22080504,-123.0490557,10,32,2,0,8
303306,7,9,5,49.22084736,-123.1397215,0,0,1,0,13
255598,5,4,3,49.28531645,-123.1139407,17,0,5,0,1
461496,12,1,0,49.26557279,-123.154945,22,30,5,0,9
213356,4,0,19,49.26361437,-123.1410268,16,30,4,0,3
447234,12,9,17,49.24714916,-123.045788,22,0,5,0,14
79019,1,3,29,49.28608541,-123.1403816,0,20,3,0,22
349993,9,2,28,49.28132578,-123.1006223,6,46,2,0,1
398532,10,9,18,49.22193684,-123.0897605,12,0,4,0,20
410059,11,10,20,49.28156094,-123.1100663,23,30,3,0,1
11775,0,5,3,49.26901811,-123.1552263,10,30,1,0,9
112217,2,4,11,49.21118144,-123.0301918,12,34,2,0,8
414997,11,9,30,49.23669785,-123.1250108,20,0,3,0,17
462703,12,4,22,49.27208483,-123.09632,16,54,4,0,19
97985,1,4,5,49.20812538,-123.1333633,14,40,2,0,10
83476,1,8,3,49.27015035,-123.1045642,15,0,4,0,11
30889,0,6,3,49.29480481,-123.1366046,12,30,3,0,18
274891,6,7,11,49.27338604,-123.1234966,9,30,1,0,1
212395,4,6,22,49.28126984,-123.0973644,3,0,-1,0,19
67931,1,5,5,49.23810426,-123.0355776,16,0,5,0,14
166498,3,5,22,49.28693771,-123.1285433,23,0,3,0,22
520470,14,5,29,49.26582652,-123.1127204,7,0,3,0,11
516331,14,1,12,49.26596338,-123.1006872,19,30,-1,0,11
48024,0,0,2,49.25419192,-123.1168021,23,0,3,0,17
421773,11,4,11,49.27011266,-123.1024576,4,53,-1,0,11
271966,6,2,30,49.28099947,-123.1264086,14,0,0,0,22
443339,12,8,11,49.2824676,-123.1070582,15,30,4,0,1
71318,1,3,2,49.25876978,-123.0891335,1,31,4,0,11
241224,5,11,21,49.26046133,-123.0982341,15,0,-1,0,11
319562,7,2,30,49.22675113,-123.0906544,1,22,1,0,20
63591,1,6,15,49.23729774,-123.1569321,15,0,3,0,0
471108,12,2,14,49.26326046,-123.1156259,19,47,5,0,3
474701,12,3,24,49.27440459,-123.119193,15,0,4,0,1
217517,4,9,11,49.27637411,-123.1000075,19,16,3,0,1
418920,11,4,30,49.28236432,-123.1011879,1,3,4,0,1
373799,9,0,30,49.23008362,-123.0927885,19,0,0,0,20
165041,3,3,1,49.26476365,-123.1079023,9,0,5,0,11
85573,1,5,3,49.27915927,-123.1130996,16,30,3,0,1
169044,3,5,23,49.23681253,-123.0397507,2,30,4,0,14
247946,5,9,1,49.28100637,-123.1320619,23,0,2,0,22
275551,6,6,8,49.26226976,-123.0682098,21,26,2,0,6
83375,1,5,25,49.27844012,-123.0703659,18,30,4,0,4
3106,0,1,2,49.23958796,-123.0304858,5,20,-1,0,14
346436,8,10,23,49.26638193,-123.0876605,20,0,2,0,11
349940,9,0,27,49.26559928,-123.1044071,15,15,4,0,11
413899,11,7,22,49.28705256,-123.1191631,16,55,4,0,1
100529,2,7,3,49.23261544,-123.0728126,20,48,2,0,21
210293,4,7,16,49.28466546,-123.1128553,23,0,3,0,1
127852,2,10,9,49.26636127,-123.1348905,19,0,2,0,3
209545,4,9,10,49.23354333,-123.1557155,11,0,2,0,7
48178,0,5,8,49.26346697,-123.1329559,19,0,-1,0,3
473289,12,11,0,49.27965686,-123.1075673,19,55,0,0,1
127621,2,11,15,49.26852206,-123.0505205,23,0,3,0,5
412447,11,6,22,49.28066825,-123.1055472,6,0,1,0,1
87603,1,1,21,49.23973695,-123.0564541,18,0,5,0,14
124500,2,9,4,49.22406346,-123.0641698,22,30,1,0,21
207826,4,5,20,49.28404841,-123.1120002,9,0,2,0,1
58126,1,0,6,49.27260199,-123.1587223,14,0,1,0,9
102130,2,1,5,49.26369258,-123.1095415,17,25,5,0,11
312953,7,6,21,49.21094189,-123.0931903,16,2,2,0,20
336497,8,7,23,49.28464028,-123.1103346,22,30,1,0,1
18414,0,6,27,49.2543259,-123.0725102,7,9,-1,0,6
212988,4,7,11,49.24466797,-123.1548209,15,0,5,0,0
53550,1,6,30,49.24582218,-123.158901,12,0,4,0,0
302805,7,4,18,49.26692147,-123.0710151,22,45,1,0,4
382481,10,0,4,49.26870648,-123.0766465,0,30,4,0,4
477346,13,9,5,49.27001233,-123.1597921,18,0,2,0,9
278340,6,4,14,49.27822442,-123.0400349,23,27,3,0,5
401500,10,3,12,49.28042617,-123.131366,15,30,4,0,22
510509,13,6,20,49.28581236,-123.1271325,13,30,2,0,22
297542,7,6,3,49.28039402,-123.1019074,12,15,5,0,1
448678,12,4,24,49.281408,-123.1006184,17,38,-1,0,1
299857,7,1,26,49.27611105,-123.1014993,20,0,4,0,1
81940,1,9,14,49.24705341,-123.1141867,21,0,3,0,15
94230,1,10,27,49.24247113,-123.0693668,2,56,5,0,6
193506,4,0,26,49.21870715,-123.0692811,16,0,4,0,21
346190,8,3,12,49.23353239,-123.0687305,10,51,1,0,6
212645,4,9,12,49.27557402,-123.1205227,0,46,4,0,1
434386,11,1,27,49.28387348,-123.1065501,21,20,3,0,1
354738,9,4,27,49.27616048,-123.1275811,13,3,-1,0,1
344713,8,0,10,49.26249024,-123.0910435,2,45,0,0,11
133334,2,7,21,49.24865054,-123.0967102,0,0,-1,0,15
93441,1,7,13,49.27994053,-123.1143486,23,0,4,0,1
182486,3,5,17,49.28796502,-123.126699,18,0,5,0,22
20273,0,4,0,49.26871523,-123.1836947,18,0,2,0,9
494368,13,6,28,49.28571262,-123.1395122,13,39,3,0,22
124789,2,11,19,49.23369045,-123.0403077,2,0,0,0,14
514477,14,6,5,49.26405348,-123.1701109,8,0,2,0,9
103734,2,4,13,49.27560283,-123.0758184,17,0,4,0,4
425492,11,0,6,49.27348741,-123.1278007,11,0,0,0,1
22779,0,10,22,49.27927749,-123.1208896,21,0,5,0,1
299356,7,10,13,49.27969783,-123.1173206,14,30,5,0,1
103753,2,7,9,49.25735322,-123.0934484,12,43,1,0,11
327831,8,8,16,49.2831617,-123.1131623,0,12,4,0,1
285218,6,6,5,49.28005419,-123.1058017,3,0,-1,0,1
412411,11,0,6,49.2844136,-123.1123809,10,55,0,0,1
212040,4,2,15,49.22166594,-123.1545424,18,0,3,0,7
409132,11,5,23,49.25932708,-123.111185,1,16,0,0,11
202438,4,2,9,49.28260302,-123.1158817,17,21,4,0,1
105993,2,4,27,49.29191406,-123.1424651,17,0,4,0,22
17001,0,2,2,49.28480502,-123.1149995,14,30,-1,0,1
487906,13,1,23,49.28414268,-123.1170787,20,19,1,0,1
307291,7,3,6,49.28381277,-123.1333237,17,0,1,0,22
518860,14,2,6,49.26658661,-123.1123547,3,29,0,0,11
310609,7,11,16,49.21399638,-123.0905271,19,0,3,0,20
412660,11,0,21,49.25525071,-123.0660426,18,30,1,0,6
65385,1,0,11,49.26050047,-123.1723525,8,0,-1,0,9
9989,0,10,7,49.27654761,-123.1190054,22,45,4,0,1
234452,5,8,12,49.28276102,-123.1176182,18,50,4,0,1
109498,2,4,22,49.2817932,-123.1152306,20,0,-1,0,1
223265,4,8,11,49.23585638,-123.0610871,8,53,1,0,6
77857,1,3,1,49.27946302,-123.1285163,14,30,3,0,1
504911,13,3,17,49.28376874,-123.121958,14,30,-1,0,1
146638,3,2,9,49.21929457,-123.0754064,4,33,3,0,21
347211,8,8,12,49.25472968,-123.1062517,14,0,0,0,15
209306,4,9,4,49.23090099,-123.1035145,22,0,3,0,20
293452,7,10,5,49.28348301,-123.1038766,23,5,4,0,1
464637,12,10,26,49.22083491,-123.1391562,12,30,3,0,13
307570,7,6,14,49.27258492,-123.1359979,20,10,2,0,3
12804,0,2,0,49.28394174,-123.0932446,10,30,4,0,19
204000,4,7,16,49.2692957,-123.1687008,18,30,3,0,9
91004,1,5,3,49.26844902,-123.1770966,19,0,3,0,9
288424,6,2,17,49.28405466,-123.0689941,12,0,1,0,4
123151,2,5,3,49.26224053,-123.112396,23,46,4,0,11
69830,1,9,15,49.2511622,-123.0780097,13,20,4,0,6
57726,1,11,8,49.28875875,-123.0522147,23,0,2,0,5
129387,2,3,12,49.28286853,-123.1100188,19,23,1,0,1
510463,13,8,7,49.28319994,-123.1228405,9,58,2,0,1
188064,4,10,13,49.27167394,-123.1515704,19,0,1,0,9
477141,13,7,2,49.28106567,-123.1075836,18,0,1,0,1
323467,8,9,30,49.22113915,-123.0516889,21,0,-1,0,21
397041,10,5,4,49.23358553,-123.1201479,17,0,1,0,13
193939,4,5,20,49.28132484,-123.100575,19,36,2,0,1
411749,11,11,30,49.28229119,-123.1183292,16,45,1,0,1
189118,4,9,18,49.2587136,-123.1112806,9,30,3,0,11
165107,3,0,6,49.26496474,-123.0612828,20,0,4,0,4
397224,10,5,16,49.29261181,-123.1367347,18,4,-1,0,22
10370,0,11,18,49.20825546,-123.1377226,8,0,3,0,10
271518,6,1,26,49.27440459,-123.119193,10,15,3,0,1
237704,5,1,24,49.27977369,-123.1344659,20,32,-1,0,22
212721,4,2,11,49.27629108,-123.1216738,18,30,-1,0,1
307998,7,8,3,49.28136837,-123.1198153,17,34,4,0,1
332936,8,8,11,49.28139486,-123.1196866,12,8,-1,0,1
433182,11,11,15,49.24521638,-123.1724348,19,0,0,0,2
238477,5,1,11,49.25928072,-123.1412681,18,30,0,0,3
155008,3,8,25,49.2821284,-123.1176907,19,0,0,0,1
457522,12,8,7,49.30064253,-123.1301747,17,24,0,0,18
291719,7,4,28,49.28441457,-123.1131457,13,0,4,0,1
74094,1,3,16,49.28444319,-123.1092951,15,15,4,0,1
317307,7,7,7,49.26280816,-123.0988896,3,14,5,0,11
303686,7,8,18,49.29069778,-123.1396285,21,0,5,0,22
266960,6,6,20,49.28697858,-123.1393028,16,0,0,0,22
236067,5,10,5,49.26340037,-123.1237533,18,3,2,0,3
409179,11,8,9,49.26339054,-123.1282288,2,30,1,0,3
117180,2,5,7,49.29598407,-123.146737,10,0,1,0,18
158634,3,6,20,49.28298594,-123.1396405,19,0,3,0,22
497530,13,6,1,49.22096961,-123.0995947,16,0,4,0,20
79256,1,3,22,49.28390551,-123.1062463,5,57,3,0,1
316323,7,11,21,49.23504922,-123.0399532,1,0,1,0,14
82788,1,7,26,49.27257441,-123.1357534,15,30,3,0,3
385830,10,0,12,49.26395367,-123.0851496,10,0,5,0,11
244464,5,7,5,49.27902221,-123.1334778,10,0,1,0,22
114138,2,11,13,49.28248082,-123.1182307,6,30,1,0,1
96068,1,9,22,49.23126239,-123.0305319,21,0,4,0,8
438137,11,0,6,49.23083338,-123.1507974,15,37,0,0,7
117035,2,2,1,49.233637,-123.0348294,11,0,1,0,14
196705,4,1,17,49.28109669,-123.0240702,7,20,5,0,5
285779,6,3,24,49.24561654,-123.0814206,18,0,4,0,6
286890,6,3,20,49.25188655,-123.1797893,19,0,0,0,2
277993,6,6,12,49.25744023,-123.0917309,10,0,-1,0,11
188843,4,0,21,49.20339025,-123.1348399,23,0,-1,0,10
421909,11,2,13,49.23358553,-123.1201479,13,3,3,0,13
178498,3,5,12,49.24105622,-123.0373174,9,30,0,0,14
464801,12,5,12,49.28375989,-123.1201875,13,10,4,0,1
24165,0,11,14,49.27656896,-123.0866288,1,0,-1,0,19
178545,3,7,24,49.27956956,-123.1202032,10,46,3,0,1
471338,12,5,29,49.23757889,-123.0835059,2,46,0,0,6
214306,4,8,29,49.24785792,-123.0366282,19,45,5,0,14
55843,1,9,30,49.28966383,-123.1276152,2,12,5,0,1
134464,2,10,5,49.29128775,-123.1352642,13,49,5,0,22
283714,6,0,17,49.21051168,-123.061244,22,0,5,0,21
167720,3,0,20,49.26792229,-123.1857823,0,30,4,0,23
310305,7,9,30,49.28996378,-123.1437369,0,0,5,0,22
106754,2,2,17,49.28561966,-123.1412514,17,0,3,0,22
247461,5,7,12,49.22011939,-123.0390035,13,45,1,0,8
477658,13,7,26,49.28119471,-123.1260379,17,5,4,0,22
137735,2,8,18,49.27100056,-123.1644608,17,0,-1,0,9
209317,4,0,14,49.26547333,-123.1019124,0,0,-1,0,11
101941,2,3,6,49.26332475,-123.1240606,12,30,2,0,3
201788,4,11,21,49.27535711,-123.1468346,18,0,4,0,9
126474,2,5,16,49.28322815,-123.1378611,20,0,3,0,22
496702,13,7,6,49.24310847,-123.0237591,8,25,5,0,14
56004,1,6,18,49.28126022,-123.073361,0,17,-1,0,4
474392,12,10,10,49.28177638,-123.111563,12,0,1,0,1
498660,13,4,12,49.28660931,-123.1138655,23,0,3,0,1
268569,6,10,15,49.23347577,-123.0655486,19,14,-1,0,6
387360,10,8,1,49.26980154,-123.0441508,1,42,-1,0,5
410614,11,11,17,49.28464028,-123.1103346,16,5,2,0,1
375479,9,11,27,49.28248082,-123.1182307,8,35,3,0,1
210510,4,1,8,49.25850968,-123.1387963,16,45,3,0,3
363951,9,2,12,49.26244119,-123.0833219,6,0,0,0,11
94704,1,6,30,49.22093147,-123.0974842,22,30,4,0,20
158072,3,11,0,49.2837413,-123.1385627,23,30,3,0,22
338374,8,11,14,49.24873734,-123.0322367,10,45,2,0,14
43248,0,9,6,49.26897752,-123.1526775,20,0,0,0,9
418579,11,7,28,49.2241445,-123.0800301,21,0,3,0,20
264602,6,8,3,49.25729337,-123.1819924,22,15,3,0,2
200322,4,8,22,49.2698781,-123.1645511,0,0,5,0,9
429334,11,11,29,49.22437575,-123.1143675,13,0,0,0,13
165227,3,0,0,49.25933174,-123.099462,9,38,5,0,11
492027,13,8,5,49.26152426,-123.1293191,2,0,0,0,3
254321,5,1,6,49.21081412,-123.1158033,8,0,2,0,10
99065,1,8,25,49.27747188,-123.0915513,19,0,5,0,19
71220,1,3,9,49.24353596,-123.061642,12,40,4,0,6
119951,2,7,9,49.27999082,-123.099779,6,0,1,0,1
267026,6,7,23,49.27860141,-123.1220114,23,55,-1,0,1
293111,7,10,15,49.23938972,-123.0739975,22,0,0,0,6
6674,0,8,22,49.21458033,-123.1021033,13,15,0,0,20
187617,4,7,22,49.25803799,-123.1201506,14,31,2,0,3
135816,2,10,29,49.28058471,-123.0933957,0,0,1,0,19
8879,0,11,13,49.25086264,-123.1009234,18,9,5,0,15
94431,1,4,7,49.23984236,-123.0903188,0,0,4,0,6
286874,6,5,29,49.26363764,-123.1443935,17,58,0,0,3
18881,0,9,24,49.26689604,-123.1183007,20,30,4,0,3
13057,0,0,8,49.23833683,-123.1557016,4,30,2,0,0
148314,3,7,14,49.2776924,-123.1142221,3,45,0,0,1
226983,5,10,4,49.2835193,-123.1166476,15,8,1,0,1
124964,2,8,3,49.26468116,-123.0754922,3,0,5,0,4
149661,3,7,7,49.27403128,-123.1154795,0,0,0,0,1
505909,13,3,22,49.2238784,-123.1167986,20,9,4,0,13
17142,0,7,24,49.24546275,-123.0475289,20,30,-1,0,14
508508,13,0,22,49.24449521,-123.0665067,17,30,4,0,6
287855,6,6,21,49.27123884,-123.056991,23,50,1,0,4
10101,0,6,16,49.26505659,-123.0713011,22,30,2,0,4
422430,11,3,4,49.26356972,-123.1406783,18,15,4,0,3
109733,2,10,6,49.20456503,-123.1310129,18,0,-1,0,10
182414,3,11,14,49.26209679,-123.1384967,15,0,3,0,3
77642,1,8,8,49.26429341,-123.1787927,0,20,2,0,9
165587,3,6,13,49.24617364,-123.031139,0,0,3,0,14
330116,8,8,13,49.22856443,-123.0907245,20,0,1,0,20
348852,8,10,12,49.24413343,-123.0802253,13,0,5,0,6
353768,9,7,15,49.26167044,-123.1387002,14,0,2,0,3
389258,10,2,30,49.27180206,-123.1347812,18,0,5,0,3
366683,9,2,30,49.27951399,-123.1012225,13,12,4,0,1
153,0,10,28,49.27441867,-123.1189699,13,30,4,0,1
268067,6,11,12,49.28114512,-123.031766,2,30,5,0,5
367014,9,0,27,49.27393844,-123.1253236,18,30,4,0,1
119197,2,4,21,49.28042668,-123.103307,11,0,5,0,1
442398,12,0,15,49.27034106,-123.1395534,18,0,3,0,3
442095,12,2,22,49.25483258,-123.085926,18,0,-1,0,6
50160,1,3,11,49.27858533,-123.1087463,19,39,-1,0,1
128762,2,5,12,49.2870181,-123.1286518,15,0,-1,0,22
179294,3,4,3,49.28664515,-123.1140115,17,0,2,0,1
91223,1,9,30,49.24894881,-123.1787396,16,0,5,0,2
322955,8,11,5,49.27479014,-123.1227007,18,0,0,0,1
369172,9,11,25,49.23494899,-123.0633296,16,0,1,0,6
321207,8,9,4,49.24938038,-123.0900727,11,0,1,0,6
355756,9,11,23,49.21753112,-123.1402738,14,0,-1,0,10
403801,10,4,14,49.26303092,-123.1076977,14,30,1,0,11
41799,0,9,14,49.2793713,-123.1326284,17,0,1,0,22
267188,6,10,9,49.22577405,-123.1085139,10,55,0,0,13
39236,0,9,23,49.26335731,-123.126558,14,30,3,0,3
42149,0,4,7,49.26657844,-123.134871,14,0,2,0,3
304268,7,2,23,49.27031543,-123.0565357,10,18,1,0,5
462667,12,7,24,49.27037551,-123.180298,9,51,0,0,9
270917,6,2,17,49.28003481,-123.1276577,6,13,1,0,1
369171,9,1,7,49.26768594,-123.0618376,12,58,1,0,4
179825,3,5,23,49.2262996,-123.1250982,8,30,4,0,13
3839,0,11,29,49.26858912,-123.1179532,21,21,0,0,3
10312,0,5,13,49.21196473,-123.1103541,17,0,4,0,10
154349,3,7,27,49.28478848,-123.1229367,8,30,-1,0,22
312020,7,6,7,49.27571656,-123.0694703,12,19,2,0,4
360111,9,7,10,49.29035248,-123.1370553,5,57,4,0,22
14668,0,1,9,49.2604426,-123.0379778,23,2,-1,0,14
177583,3,3,10,49.25816372,-123.0369859,22,10,0,0,14
293671,7,10,13,49.28487993,-123.0645378,12,38,5,0,4
473002,12,5,5,49.2835193,-123.1166476,1,0,4,0,1
227409,5,6,18,49.26548628,-123.0973225,10,30,4,0,11
351489,9,7,9,49.27872695,-123.123735,16,23,3,0,1
33123,0,2,23,49.28076916,-123.1254475,7,20,-1,0,1
255600,5,8,12,49.2420494,-123.0492736,15,45,4,0,14
323215,8,9,13,49.25816372,-123.0369859,20,55,3,0,14
300959,7,1,21,49.26308078,-123.1063039,11,16,-1,0,11
475741,13,7,13,49.2881123,-123.115335,16,40,5,0,1
193511,4,11,9,49.28302342,-123.068132,18,0,-1,0,4
196352,4,3,27,49.21716055,-123.0360336,16,0,4,0,8
490195,13,7,6,49.23148687,-123.075776,21,30,5,0,21
373156,9,1,9,49.23349013,-123.0347481,18,50,3,0,14
329972,8,6,14,49.23046982,-123.0321875,9,0,3,0,8
28731,0,9,24,49.22560225,-123.1015774,21,30,4,0,20
240443,5,9,4,49.27896688,-123.1195137,16,0,5,0,1
163382,3,10,17,49.28021266,-123.0671247,15,0,4,0,4
396316,10,7,15,49.21136795,-123.1146448,0,0,3,0,10
84708,1,8,8,49.26889384,-123.190708,11,30,2,0,23
40925,0,5,8,49.21729361,-123.0365218,22,0,-1,0,8
485038,13,4,12,49.25816372,-123.0369859,22,28,3,0,14
442748,12,0,8,49.26226976,-123.0682098,8,0,3,0,6
322832,8,8,17,49.23195025,-123.1716642,10,7,5,0,7
79870,1,9,4,49.28628033,-123.1273407,17,53,0,0,22
457659,12,10,23,49.2625169,-123.1811323,14,50,0,0,9
80769,1,1,0,49.23878807,-123.0962768,23,0,5,0,15
13600,0,8,14,49.27933722,-123.0703467,21,0,-1,0,4
437127,11,2,8,49.2881123,-123.115335,20,0,5,0,1
463907,12,8,1,49.21062116,-123.1449098,17,0,1,0,10
491390,13,7,24,49.2834402,-123.1165904,18,37,2,0,1
59706,1,2,28,49.28042617,-123.131366,8,35,-1,0,22
500908,13,1,20,49.28566777,-123.0587124,16,0,5,0,4
231996,5,7,0,49.26197207,-123.0539916,2,30,3,0,14
376417,9,11,27,49.2517943,-123.0848928,0,45,3,0,6
456867,12,7,5,49.2804098,-123.1025709,23,0,2,0,1
459026,12,4,10,49.23730604,-123.1061098,9,30,-1,0,15
189961,4,3,0,49.26342252,-123.0940469,14,0,5,0,11
484596,13,6,11,49.27486947,-123.1018784,15,44,0,0,1
79182,1,5,23,49.24118013,-123.0414175,23,59,2,0,14
34549,0,6,11,49.26267682,-123.1961256,19,20,4,0,23
151278,3,1,2,49.28297133,-123.1154659,21,2,3,0,1
172229,3,3,29,49.24084915,-123.10266,12,0,5,0,15
473915,12,5,10,49.22987921,-123.0346188,9,0,2,0,8
373972,9,0,26,49.28348335,-123.11473,18,30,3,0,1
278515,6,9,26,49.2337092,-123.0756989,22,0,0,0,6
27029,0,7,24,49.23347577,-123.0655486,13,10,-1,0,6
328291,8,0,1,49.28535058,-123.1237063,16,35,5,0,22
492194,13,4,14,49.28341647,-123.1128645,18,0,5,0,1
449476,12,0,17,49.27148152,-123.0728553,15,0,5,0,4
270911,6,10,10,49.27456501,-123.0772355,0,16,1,0,4
29050,0,4,12,49.23024952,-123.1014152,6,30,0,0,20
190352,4,7,26,49.28883018,-123.043984,20,0,-1,0,5
341468,8,5,29,49.29409979,-123.1371911,2,0,2,0,22
81926,1,9,13,49.27322463,-123.1162483,8,0,2,0,1
296647,7,7,7,49.27016812,-123.1671711,19,0,5,0,9
152008,3,9,4,49.25121897,-123.0496737,22,30,2,0,14
479735,13,5,10,49.28079732,-123.1317475,16,59,4,0,22
43885,0,4,6,49.28028756,-123.0660726,12,0,1,0,4
386699,10,11,30,49.26156844,-123.0952409,4,0,0,0,11
164915,3,3,18,49.27905811,-123.0420226,0,0,1,0,5
504294,13,7,16,49.2785918,-123.1239362,2,3,1,0,1
22872,0,2,3,49.27835821,-123.1206042,2,0,0,0,1
36713,0,8,0,49.26056241,-123.1761353,0,0,-1,0,9
271875,6,2,26,49.28578211,-123.1265757,12,0,3,0,22
348514,8,0,1,49.28248082,-123.1182307,15,30,5,0,1
136757,2,10,5,49.22732895,-123.125,17,0,5,0,13
121415,2,6,17,49.27931599,-123.122853,12,11,-1,0,1
391643,10,9,2,49.28337297,-123.1392203,20,39,2,0,22
4327,0,7,1,49.23257086,-123.101801,0,30,4,0,20
400322,10,2,8,49.27611296,-123.1104017,17,0,4,0,1
119363,2,5,11,49.24469734,-123.0340446,13,30,5,0,14
331,0,8,6,49.2758439,-123.1211037,20,30,5,0,1
229034,5,2,13,49.244614,-123.0440144,15,55,3,0,14
318751,7,10,3,49.23351459,-123.0458565,18,37,2,0,14
424381,11,1,23,49.21338701,-123.0621163,4,0,-1,0,21
384224,10,2,28,49.28341647,-123.1128645,11,30,3,0,1
287994,6,9,28,49.28427551,-123.117371,16,30,2,0,1
204682,4,8,8,49.28028527,-123.1274579,8,54,5,0,22
494115,13,5,13,49.27102921,-123.0980652,16,30,0,0,19
54491,1,11,18,49.26974995,-123.083853,5,0,5,0,19
84883,1,5,7,49.23123642,-123.0388466,10,45,0,0,8
239146,5,11,16,49.28079732,-123.1317475,7,55,1,0,22
292983,7,3,8,49.26965999,-123.1331882,12,10,3,0,3
232026,5,0,15,49.2605901,-123.1232357,7,30,1,0,3
65637,1,8,6,49.24322102,-123.0587331,9,15,0,0,6
14008,0,2,7,49.27488324,-123.1335708,13,0,4,0,1
140935,2,3,22,49.28079732,-123.1317475,16,9,4,0,22
411436,11,5,3,49.27965734,-123.1322417,21,0,1,0,22
165207,3,8,3,49.26576556,-123.0909437,22,0,-1,0,11
450216,12,11,4,49.24132394,-123.1604594,12,0,4,0,0
187051,4,7,28,49.24560197,-123.1851857,1,43,1,0,2
215516,4,11,29,49.23083408,-123.0905355,17,30,5,0,20
432233,11,7,8,49.27597219,-123.1242222,18,17,4,0,1
229197,5,2,19,49.28365146,-123.1031051,22,0,2,0,1
529078,14,1,24,49.28263588,-123.1069854,11,14,4,0,1
461637,12,7,1,49.27953081,-123.1000852,20,0,5,0,1
272571,6,4,22,49.28539089,-123.1238607,20,23,4,0,22
299105,7,2,1,49.28236741,-123.1144553,22,0,0,0,1
