YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
258505,5,7,30,49.24020864,-123.0763702,6,17,5,1,6
258506,5,2,18,49.23683506,-123.0769145,22,6,1,1,6
258508,5,7,14,49.23264317,-123.0770728,11,0,3,1,20
258513,5,5,2,49.2218036,-123.0774817,0,18,0,1,20
258517,5,9,4,49.21813382,-123.0770503,9,53,5,1,21
258518,5,11,10,49.21813382,-123.0770503,10,28,2,1,21
258519,5,4,26,49.21638873,-123.0770613,7,27,0,1,20
258524,5,10,26,49.2485115,-123.0759708,23,10,2,1,6
258525,5,11,5,49.2485115,-123.0759708,17,33,4,1,6
258527,5,11,3,49.25006769,-123.0759457,18,10,2,1,6
258528,5,8,15,49.24703129,-123.0262709,18,21,0,1,14
258530,5,3,4,49.28479768,-123.0616298,16,38,4,1,4
258531,5,3,2,49.2783031,-123.0617454,12,11,2,1,4
258533,5,9,20,49.25746217,-123.1626611,8,40,0,1,9
258534,5,3,21,49.26060292,-123.1254533,12,28,0,1,3
258536,5,3,3,49.2084117,-123.1261587,11,13,3,1,10
258544,5,6,19,49.26551701,-123.0236966,21,4,5,1,14
258550,5,3,23,49.25550291,-123.1677669,17,18,2,1,0
258554,5,7,9,49.26924688,-123.1682533,16,57,5,1,9
258561,5,1,18,49.26200314,-123.1010059,22,9,0,1,11
258564,5,6,21,49.25567928,-123.1012679,8,14,0,1,15
258566,5,4,2,49.25115493,-123.1009838,12,30,4,1,15
258570,5,8,9,49.2479795,-123.1011147,15,58,1,1,15
258572,5,1,6,49.26904658,-123.1007866,11,52,2,1,11
258573,5,7,8,49.26914554,-123.1007731,13,23,4,1,11
258576,5,6,5,49.21673824,-123.1019573,7,55,5,1,20
258577,5,8,23,49.2150021,-123.1020224,16,35,1,1,20
258580,5,6,30,49.26291162,-123.101049,7,22,2,1,11
258582,5,10,4,49.27857336,-123.0997749,11,40,1,1,1
258586,5,1,16,49.28134395,-123.099698,6,47,5,1,1
258587,5,2,26,49.28134395,-123.099698,20,46,2,1,1
258588,5,3,27,49.28134395,-123.099698,10,27,-1,1,1
258589,5,0,30,49.2072298,-123.102432,22,43,2,1,20
258596,5,4,21,49.27676519,-123.0999362,12,50,2,1,1
258610,5,7,11,49.27770073,-123.0998969,19,40,0,1,1
258611,5,10,4,49.27770073,-123.0998969,12,37,1,1,1
258612,5,11,8,49.27770073,-123.0998969,23,56,0,1,1
258613,5,5,17,49.27777412,-123.1174952,10,0,1,1,1
258620,5,2,18,49.26377524,-123.1505453,21,19,1,1,9
258625,5,8,19,49.28878159,-123.0440464,15,40,4,1,5
258626,5,8,25,49.28878159,-123.0440464,18,32,3,1,5
258628,5,8,25,49.26963262,-123.0754259,17,7,3,1,4
258632,5,4,29,49.28785971,-123.1241885,2,44,3,1,1
258633,5,7,26,49.28785971,-123.1241885,16,56,1,1,1
258636,5,1,6,49.28839834,-123.05656,10,2,2,1,4
258637,5,7,5,49.28865033,-123.056299,19,11,1,1,5
258641,5,9,3,49.2847823,-123.0565283,0,42,4,1,4
258642,5,11,11,49.2847823,-123.0565283,18,19,3,1,4
258651,5,7,10,49.2506185,-123.0565992,8,48,-1,1,14
258656,5,1,28,49.23282478,-123.0588728,17,43,3,1,21
258657,5,2,7,49.26589238,-123.0565892,16,51,4,1,4
258659,5,6,19,49.26213239,-123.0565849,5,29,5,1,5
258667,5,1,18,49.27493024,-123.0998638,17,9,0,1,19
258668,5,10,26,49.27493025,-123.09985,13,40,2,1,19
258670,5,2,24,49.28119228,-123.1260417,23,19,0,1,22
258671,5,9,22,49.28119228,-123.1260417,7,15,2,1,22
258672,5,10,10,49.28119228,-123.1260417,20,53,0,1,22
258673,5,9,29,49.28729834,-123.1354631,18,16,2,1,22
258676,5,5,1,49.28938148,-123.138618,17,8,-1,1,22
258709,5,0,13,49.20847011,-123.1302639,8,11,-1,1,10
258710,5,3,1,49.20847011,-123.1302639,15,44,1,1,10
258712,5,11,9,49.25262202,-123.1274118,15,15,1,1,16
258723,5,8,9,49.22574795,-123.1059038,18,7,1,1,13
258726,5,5,9,49.2771102,-123.1064399,10,49,0,1,1
258729,5,10,4,49.27681101,-123.1089552,16,21,1,1,1
258735,5,4,21,49.27698433,-123.132479,7,2,2,1,22
258750,5,4,23,49.26087879,-123.1434722,14,4,4,1,3
258754,5,9,22,49.28307039,-123.0769864,10,0,2,1,4
258760,5,3,12,49.2830329,-123.0914101,9,5,5,1,19
258762,5,11,6,49.28336406,-123.1040058,10,56,5,1,1
258766,5,8,5,49.26247315,-123.0871939,15,42,4,1,11
258767,5,10,10,49.24042712,-123.0968954,21,4,0,1,15
258777,5,6,18,49.26022925,-123.1030914,12,20,4,1,11
258781,5,7,17,49.26916182,-123.1027113,9,10,-1,1,11
258782,5,4,25,49.27499137,-123.1019673,16,27,-1,1,1
258784,5,8,29,49.27683285,-123.0826135,17,58,0,1,19
258788,5,4,3,49.2506689,-123.0441637,17,49,5,1,14
258789,5,7,9,49.26194885,-123.0443112,7,27,5,1,5
258790,5,10,14,49.26194885,-123.0443112,17,36,4,1,5
258791,5,2,26,49.2782752,-123.0441058,17,52,2,1,5
258795,5,1,5,49.28115368,-123.0440396,8,30,1,1,5
258796,5,9,29,49.25819789,-123.0441979,18,38,2,1,14
258797,5,0,4,49.23275693,-123.0501778,22,12,4,1,21
258802,5,9,22,49.2779863,-123.1210841,18,34,2,1,1
258805,5,8,19,49.27904941,-123.119478,5,10,4,1,1
258806,5,2,1,49.2847069,-123.1109251,12,47,5,1,1
258816,5,5,23,49.28460274,-123.1248541,23,5,0,1,22
258817,5,7,11,49.28460274,-123.1248541,11,3,0,1,22
258820,5,7,30,49.26936444,-123.0338157,0,50,5,1,5
258822,5,0,20,49.24451058,-123.034101,20,51,-1,1,14
258830,5,9,8,49.25812942,-123.033863,13,6,2,1,14
258842,5,9,3,49.20804109,-123.0422585,21,28,4,1,8
258845,5,11,17,49.21097959,-123.0932955,23,23,2,1,20
258847,5,10,28,49.21101054,-123.0882429,21,35,4,1,20
258849,5,2,18,49.21088544,-123.098348,17,20,1,1,20
258853,5,8,21,49.27649772,-123.1251911,21,58,-1,1,1
258854,5,6,21,49.28298445,-123.11539,8,35,0,1,1
258855,5,8,26,49.278597,-123.1220067,3,5,4,1,1
258856,5,9,16,49.278597,-123.1220067,17,0,3,1,1
258860,5,3,13,49.27964212,-123.1204144,23,57,-1,1,1
258861,5,5,24,49.27965111,-123.1204144,12,55,1,1,1
258862,5,9,11,49.27965111,-123.1204144,5,2,5,1,1
258868,5,6,30,49.21816668,-123.0815956,18,3,2,1,20
258882,5,4,22,49.27653472,-123.1155812,15,16,3,1,1
258893,5,3,24,49.27842979,-123.1184591,6,47,3,1,1
258894,5,5,2,49.2784388,-123.1184454,16,45,0,1,1
258895,5,6,14,49.2784388,-123.1184454,1,4,0,1,1
258896,5,0,0,49.28098027,-123.1224388,11,27,0,1,1
258897,5,2,16,49.28098027,-123.1224388,3,43,-1,1,1
258898,5,7,12,49.28098926,-123.1224389,15,28,1,1,1
258900,5,9,9,49.2606079,-123.1290954,16,29,3,1,3
258901,5,9,21,49.26344149,-123.1290066,13,11,1,1,3
258902,5,6,14,49.25882551,-123.0930696,19,0,0,1,11
258907,5,2,8,49.21017518,-123.1172388,12,53,5,1,10
258914,5,7,12,49.20710944,-123.1242608,15,55,1,1,10
258925,5,2,7,49.20826355,-123.12171,8,14,4,1,10
258928,5,6,3,49.28480769,-123.0597047,10,34,3,1,4
258929,5,10,3,49.28480769,-123.0597047,15,10,0,1,4
258931,5,4,18,49.2705866,-123.0874831,11,43,-1,1,19
258939,5,4,28,49.27271562,-123.1643747,15,43,2,1,9
258945,5,1,23,49.26636197,-123.0264186,15,28,5,1,5
258946,5,7,24,49.26636197,-123.0264049,17,50,-1,1,5
258948,5,7,4,49.26378847,-123.2060876,18,34,0,1,23
258951,5,3,27,49.23200799,-123.0312628,16,26,-1,1,14
258960,5,9,14,49.27681718,-123.0793001,12,1,1,1,19
258962,5,0,15,49.27677267,-123.0786126,16,44,1,1,19
258963,5,10,21,49.26043633,-123.0659287,14,54,4,1,6
258964,5,10,2,49.2595368,-123.065955,6,48,-1,1,6
258965,5,1,14,49.26866702,-123.0657885,10,26,3,1,4
258968,5,0,30,49.2392169,-123.0653922,18,24,2,1,6
258971,5,3,0,49.23124702,-123.0655465,19,57,0,1,21
258974,5,7,16,49.22314213,-123.0658242,6,43,5,1,21
258975,5,0,5,49.22026362,-123.0658753,17,52,5,1,21
258981,5,1,3,49.24513589,-123.0651801,20,50,-1,1,6
258982,5,5,4,49.24514488,-123.0651802,17,2,2,1,6
258992,5,4,14,49.26353176,-123.18782,17,0,2,1,23
258996,5,5,26,49.26242309,-123.1778786,19,31,3,1,9
258998,5,10,3,49.26182934,-123.1458252,7,57,0,1,3
259003,5,9,16,49.26093876,-123.1458638,7,45,3,1,3
259004,5,3,4,49.26039785,-123.1150625,8,23,4,1,3
259006,5,7,25,49.26084569,-123.1411356,8,49,0,1,3
259011,5,11,3,49.26062854,-123.126704,6,56,2,1,3
259012,5,6,15,49.26024549,-123.1050292,8,25,1,1,11
259013,5,7,4,49.26038191,-123.1129872,16,19,0,1,11
259024,5,8,11,49.25827049,-123.2032198,15,54,3,1,23
259025,5,5,16,49.25705255,-123.1387885,5,45,0,1,16
259026,5,9,22,49.25705255,-123.1387885,9,16,2,1,16
259030,5,9,11,49.25837655,-123.2093085,12,17,5,1,23
259031,5,10,27,49.2571057,-123.1318073,22,54,3,1,16
259034,5,6,28,49.25735639,-123.1851304,17,10,0,1,2
259036,5,4,7,49.25208605,-123.1152768,12,14,2,1,17
259037,5,1,8,49.25097821,-123.167834,12,59,4,1,0
259038,5,1,19,49.24810436,-123.1936286,8,5,1,1,2
259040,5,8,22,49.2676683,-123.1127014,17,39,0,1,11
259041,5,4,0,49.24211087,-123.1534882,18,33,2,1,0
259044,5,11,4,49.24188597,-123.1393093,14,2,3,1,16
259048,5,3,8,49.23823595,-123.1519514,20,25,1,1,16
259050,5,10,22,49.23765335,-123.1279503,15,10,5,1,17
259058,5,5,10,49.23360875,-123.1163602,8,43,1,1,17
259059,5,7,7,49.23426052,-123.1371999,0,9,3,1,16
259063,5,10,14,49.23477713,-123.185884,17,56,4,1,2
259066,5,2,14,49.23433856,-123.1396315,7,19,4,1,7
259071,5,7,16,49.2345791,-123.1555391,8,35,5,1,7
259074,5,5,0,49.23246759,-123.1395988,6,1,5,1,7
259078,5,6,2,49.23021398,-123.1282195,14,4,2,1,13
259081,5,3,6,49.22715038,-123.1545269,11,0,-1,1,7
259082,5,5,24,49.22636906,-123.1235811,11,5,1,1,13
259089,5,4,27,49.26825135,-123.1598512,18,0,1,1,9
259093,5,6,19,49.26879367,-123.1934483,18,51,5,1,23
259101,5,7,24,49.26890707,-123.2059028,19,41,-1,1,23
259109,5,9,28,49.2249906,-123.1552069,6,35,1,1,7
259112,5,11,21,49.2240836,-123.1399322,4,24,-1,1,7
259117,5,7,0,49.22153322,-123.1285129,8,27,3,1,13
259118,5,9,8,49.22153322,-123.1285129,17,52,2,1,13
259120,5,6,22,49.21906286,-123.1169028,11,34,1,1,13
259126,5,0,30,49.21920339,-123.1285618,12,39,2,1,10
259127,5,4,18,49.21920339,-123.1285618,17,50,-1,1,10
259133,5,1,4,49.2131448,-123.1403819,13,9,0,1,10
259135,5,4,24,49.26567317,-123.1108412,17,30,5,1,11
259137,5,4,7,49.26630015,-123.1456734,7,45,2,1,9
259141,5,0,12,49.26614095,-123.136065,20,17,5,1,3
259142,5,7,12,49.26572525,-123.1127932,9,4,1,1,11
259143,5,9,9,49.26572525,-123.1127932,6,37,3,1,11
259145,5,5,19,49.20853902,-123.1405336,18,51,3,1,10
259151,5,10,6,49.20707273,-123.1405844,17,11,3,1,10
259155,5,6,18,49.26522898,-123.1312792,23,59,4,1,3
259162,5,7,16,49.2653044,-123.1360627,0,21,5,1,3
259164,5,10,27,49.26403222,-123.1147548,17,8,3,1,11
259165,5,4,5,49.26544287,-123.2013937,8,40,0,1,23
259170,5,4,15,49.26497392,-123.1684175,14,26,3,1,9
259176,5,8,21,49.26394242,-123.160016,18,39,-1,1,9
259180,5,0,14,49.26351709,-123.1337212,20,50,0,1,3
259181,5,3,21,49.26351709,-123.1337212,12,10,0,1,3
259184,5,3,15,49.26370042,-123.145762,4,42,1,1,9
259190,5,2,17,49.26328938,-123.1199073,14,48,0,1,3
259191,5,7,17,49.26329839,-123.1198936,18,0,-1,1,3
259192,5,10,18,49.2635593,-123.1360854,15,55,1,1,3
259194,5,9,15,49.26408376,-123.1681671,10,46,2,1,9
259195,5,9,30,49.26408376,-123.1681671,22,54,3,1,9
259200,5,2,23,49.26419817,-123.1759058,16,52,-1,1,9
259205,5,7,22,49.2631795,-123.1128973,5,40,4,1,11
259206,5,7,14,49.28766113,-123.1161985,15,2,3,1,1
259214,5,10,6,49.29262551,-123.1337174,13,41,3,1,1
259222,5,5,3,49.28813565,-123.1268708,19,52,1,1,1
259223,5,5,10,49.28813565,-123.1268708,17,58,1,1,1
259224,5,10,16,49.28813565,-123.1268708,13,30,-1,1,1
259225,5,10,27,49.28813565,-123.1268708,8,8,3,1,1
259226,5,10,27,49.28813565,-123.1268708,13,0,3,1,1
259227,5,9,15,49.28717463,-123.1169537,21,1,2,1,1
259228,5,2,19,49.28146579,-123.1043318,15,11,2,1,1
259230,5,3,8,49.24944255,-123.1461185,5,33,1,1,16
259236,5,7,4,49.24951418,-123.1390972,18,54,0,1,16
259238,5,3,18,49.24805474,-123.1678515,3,54,4,1,0
259239,5,1,6,49.24933863,-123.1275271,14,42,2,1,16
259241,5,3,11,49.28105802,-123.1075896,0,30,4,1,1
259247,5,7,22,49.28836431,-123.1233785,23,45,4,1,1
259250,5,9,19,49.28211626,-123.1109606,8,38,-1,1,1
259257,5,10,28,49.28431312,-123.1088205,18,40,4,1,1
259263,5,9,22,49.26331437,-123.1218178,13,36,2,1,3
259264,5,8,23,49.23443826,-123.146294,13,15,1,1,7
259266,5,3,1,49.23283561,-123.0848478,20,52,1,1,6
259267,5,10,20,49.27760407,-123.0727434,19,11,3,1,4
259276,5,10,11,49.26919635,-123.1043334,6,41,1,1,11
259277,5,4,10,49.28048559,-123.1040273,15,9,5,1,1
259279,5,1,7,49.25281475,-123.1729109,13,36,3,1,0
259281,5,11,8,49.2692139,-123.1048146,17,36,0,1,11
259293,5,0,8,49.22209767,-123.1592079,0,1,1,1,7
259296,5,8,26,49.2676683,-123.1127014,13,15,4,1,11
259298,5,3,14,49.26572525,-123.1127932,13,27,0,1,11
282138,6,9,8,49.28727273,-123.1418161,14,32,3,1,22
282714,6,1,8,49.28061942,-123.1315675,15,31,-1,1,22
282754,6,9,27,49.28938148,-123.138618,7,41,1,1,22
282760,6,3,17,49.22696223,-123.1398167,21,34,4,1,7
282761,6,1,6,49.26785657,-123.1381453,23,55,4,1,3
282773,6,1,13,49.2785786,-123.1306134,0,53,4,1,22
282787,6,6,27,49.28572365,-123.1196454,7,30,0,1,1
282788,6,8,21,49.26145077,-123.0830139,11,59,0,1,11
282798,6,1,18,49.28530025,-123.1202494,14,0,2,1,1
282799,6,2,20,49.28530025,-123.1202494,3,48,4,1,1
282802,6,9,30,49.2110487,-123.0853459,17,5,4,1,20
282819,6,7,5,49.28558406,-123.1240728,10,10,2,1,22
282820,6,5,0,49.27993993,-123.1278809,1,29,-1,1,1
282822,6,9,14,49.27479461,-123.0773035,23,20,2,1,19
282832,6,5,11,49.2084953,-123.1318428,19,30,3,1,10
282835,6,5,10,49.27993993,-123.1278809,18,26,2,1,1
282847,6,3,0,49.26951001,-123.1318816,14,22,1,1,3
282857,6,4,26,49.2744175,-123.0998765,0,21,1,1,19
282859,6,10,2,49.27435329,-123.0441298,12,0,0,1,5
282871,6,2,25,49.27380107,-123.0695621,15,20,2,1,4
282873,6,5,29,49.21116026,-123.0803072,20,48,0,1,20
282876,6,11,6,49.27784948,-123.1310652,23,2,-1,1,1
282880,6,5,4,49.24021609,-123.0786645,18,32,3,1,6
282883,6,10,13,49.22531947,-123.0793688,17,39,4,1,20
282885,6,9,27,49.28645029,-123.1298091,18,55,1,1,22
282886,6,3,25,49.27648432,-123.1291918,1,53,5,1,1
282889,6,4,14,49.27466172,-123.1260938,15,11,3,1,1
282891,6,4,10,49.28715308,-123.1287659,21,44,-1,1,22
282896,6,1,20,49.26072799,-123.1342222,19,40,4,1,3
282906,6,0,25,49.27765615,-123.0756994,15,43,-1,1,4
282912,6,6,27,49.28315232,-123.0755153,8,24,0,1,4
282916,6,6,18,49.27419111,-123.1286909,16,22,5,1,1
282933,6,3,16,49.26961607,-123.0731715,22,43,3,1,4
282938,6,4,0,49.27402666,-123.1309451,16,6,3,1,1
282940,6,11,9,49.28878733,-123.1313142,21,58,2,1,22
282943,6,10,21,49.26794581,-123.1387366,16,3,5,1,3
282946,6,9,9,49.27104906,-123.0236718,15,8,4,1,5
282947,6,3,8,49.27304328,-123.0731078,22,37,2,1,4
282957,6,1,13,49.24017518,-123.0724548,21,13,4,1,6
282961,6,3,7,49.28220991,-123.0722551,12,24,1,1,4
282963,6,10,2,49.2889286,-123.1336249,15,50,0,1,22
282965,6,2,23,49.27161076,-123.1001595,12,0,0,1,19
282974,6,2,27,49.25985568,-123.1415726,11,58,4,1,3
282977,6,3,18,49.29143129,-123.1318576,23,37,5,1,22
282984,6,5,16,49.2471753,-123.0694835,2,23,1,1,6
282985,6,0,22,49.27059388,-123.1503324,17,5,3,1,9
282988,6,11,14,49.26921159,-123.0335819,18,13,0,1,5
282991,6,2,15,49.26366688,-123.1438101,10,25,-1,1,3
282998,6,3,8,49.26273036,-123.1446321,6,36,2,1,3
283030,6,8,10,49.24567496,-123.0663075,19,39,3,1,6
283034,6,7,4,49.27320174,-123.1202475,18,56,1,1,1
283039,6,4,7,49.22567822,-123.1034452,20,5,3,1,20
283048,6,1,26,49.28139606,-123.1018293,12,20,3,1,1
283049,6,6,24,49.28139606,-123.1018293,23,33,4,1,1
283050,6,9,16,49.28139606,-123.1018293,12,49,4,1,1
283057,6,9,18,49.272932,-123.1013582,14,50,-1,1,11
283059,6,10,17,49.25669907,-123.1075366,18,19,1,1,11
283065,6,10,21,49.28114757,-123.108016,13,54,5,1,1
283068,6,2,2,49.28396418,-123.1068121,17,20,0,1,1
283070,6,7,27,49.28234059,-123.10179,10,58,3,1,1
283077,6,2,6,49.28137882,-123.1009768,15,54,4,1,1
283078,6,6,2,49.28137882,-123.1009768,13,13,3,1,1
283080,6,7,7,49.27881361,-123.1124243,23,18,4,1,1
283081,6,6,20,49.28208345,-123.1076056,11,30,0,1,1
283082,6,5,18,49.26732833,-123.11079,15,40,3,1,11
283089,6,0,30,49.26669114,-123.0754902,21,56,4,1,4
283120,6,7,13,49.22022071,-123.0621399,16,48,3,1,21
283122,6,1,26,49.28117377,-123.0594391,15,19,3,1,4
283134,6,4,6,49.22507889,-123.0607589,16,0,2,1,21
283154,6,5,1,49.31128912,-123.1423528,18,17,0,1,18
283155,6,9,16,49.31128912,-123.1423528,14,0,4,1,18
283159,6,6,5,49.23587505,-123.0571319,4,10,-1,1,14
283163,6,1,19,49.26208756,-123.0562825,13,14,3,1,5
283164,6,6,19,49.26208756,-123.0562825,10,19,-1,1,5
283180,6,1,7,49.28897526,-123.0289198,3,32,5,1,5
283181,6,7,27,49.28897526,-123.0289198,14,59,3,1,5
283200,6,10,15,49.26231875,-123.0891315,18,56,-1,1,11
283206,6,8,10,49.28873233,-123.0541126,8,3,3,1,5
283218,6,5,8,49.28510651,-123.0320526,15,52,0,1,5
283219,6,6,22,49.2838292,-123.0320381,14,8,2,1,5
283228,6,5,20,49.2575558,-123.0523881,16,7,5,1,14
283234,6,2,27,49.28086986,-123.0317611,13,37,4,1,5
283243,6,6,17,49.27702903,-123.0313737,1,40,4,1,5
283255,6,2,0,49.26095973,-123.1009763,18,44,5,1,11
283260,6,9,6,49.25988101,-123.0891821,19,17,1,1,11
283266,6,6,13,49.26938702,-123.0464897,21,30,0,1,5
283274,6,6,25,49.27135151,-123.1684255,17,38,5,1,9
283277,6,2,24,49.2506242,-123.0434353,17,48,1,1,14
283291,6,10,21,49.2641071,-123.1706549,20,8,5,1,9
283294,6,2,13,49.28407914,-123.1089299,22,10,4,1,1
283295,6,1,8,49.28309583,-123.1021903,12,46,-1,1,1
283299,6,11,29,49.26881327,-123.1001401,17,12,1,1,11
283307,6,1,14,49.28281781,-123.0439861,13,10,5,1,5
283320,6,6,27,49.28283934,-123.0565398,14,53,0,1,4
283342,6,2,29,49.2201582,-123.0409642,10,56,-1,1,8
283343,6,6,17,49.26567491,-123.0385965,16,24,4,1,5
283356,6,10,4,49.25636821,-123.0698262,4,57,2,1,6
283357,6,10,1,49.25812873,-123.0361169,17,47,-1,1,14
283372,6,9,14,49.2618896,-123.0332058,8,56,2,1,5
283375,6,5,5,49.23387782,-123.0353849,19,16,4,1,14
283391,6,10,29,49.28113991,-123.0310601,17,4,-1,1,5
283411,6,11,12,49.25814941,-123.0261669,15,36,5,1,14
283428,6,6,29,49.25122574,-123.0650233,11,18,2,1,6
283430,6,9,25,49.2499658,-123.188538,16,48,-1,1,2
283431,6,11,13,49.2498243,-123.0415934,17,48,-1,1,14
283450,6,5,29,49.28209236,-123.0975683,10,45,0,1,19
283468,6,5,21,49.28131015,-123.0971267,19,13,-1,1,19
283470,6,8,16,49.28129274,-123.0964392,10,22,2,1,19
283479,6,4,16,49.24825273,-123.0566515,12,41,5,1,14
283480,6,10,4,49.24825273,-123.0566515,6,46,2,1,14
283498,6,4,20,49.24551467,-123.1012746,11,4,2,1,15
283504,6,3,5,49.24538355,-123.1852505,14,17,-1,1,2
283506,6,9,0,49.24569838,-123.1852517,11,51,2,1,2
283508,6,5,3,49.24449122,-123.0878354,9,2,2,1,6
283526,6,8,14,49.23990023,-123.0801615,17,49,0,1,6
283529,6,3,16,49.24046151,-123.0379861,18,4,3,1,14
283537,6,3,10,49.2818348,-123.1136411,12,57,4,1,1
283541,6,0,8,49.26254755,-123.0954818,21,2,3,1,11
283544,6,7,25,49.28114798,-123.0974427,12,19,1,1,19
283550,6,1,9,49.27668818,-123.0952617,4,52,0,1,19
283553,6,5,23,49.27853756,-123.1186244,12,0,1,1,1
283556,6,8,28,49.29646354,-123.1362034,0,11,0,1,18
283558,6,2,10,49.27758775,-123.0952084,2,7,1,1,19
283587,6,9,5,49.2342065,-123.0654817,16,32,0,1,6
283588,6,8,7,49.23600037,-123.1555299,12,11,0,1,0
283590,6,0,18,49.31229588,-123.1429198,9,38,-1,1,18
283593,6,1,24,49.23374027,-123.1280776,23,29,1,1,13
283597,6,1,14,49.23177921,-123.1281686,12,16,5,1,13
283599,6,6,3,49.28084213,-123.1075891,1,55,4,1,1
283616,6,10,5,49.28323855,-123.1131356,9,48,3,1,1
283642,6,10,11,49.22529312,-123.0907267,13,40,2,1,20
283650,6,7,14,49.22306709,-123.1399705,2,7,4,1,7
283657,6,2,27,49.28548988,-123.1195486,12,6,4,1,1
283676,6,3,0,49.27932701,-123.091252,8,56,1,1,19
283708,6,5,16,49.22029184,-123.1285372,15,30,1,1,13
283712,6,9,15,49.21798989,-123.0770501,7,2,3,1,21
283725,6,8,29,49.21424647,-123.1020483,6,17,1,1,20
283733,6,0,8,49.29104321,-123.1329842,17,59,3,1,22
283736,6,3,3,49.27838806,-123.070476,15,3,4,1,4
283740,6,10,18,49.22271175,-123.0903787,16,51,2,1,20
283766,6,2,13,49.27651362,-123.109532,12,34,4,1,1
283767,6,5,22,49.27651362,-123.109532,21,48,0,1,1
283768,6,6,16,49.28298976,-123.0890588,21,11,3,1,19
283776,6,9,16,49.27076571,-123.0885282,1,44,4,1,19
283783,6,8,9,49.26421563,-123.1201569,16,40,2,1,3
283792,6,11,26,49.27651362,-123.109532,2,57,5,1,1
283796,6,10,4,49.2650702,-123.1201315,12,48,2,1,3
283798,6,5,12,49.28258572,-123.1183041,16,58,4,1,1
283814,6,5,17,49.21057763,-123.0772719,18,19,2,1,20
283815,6,9,1,49.21057763,-123.0772719,19,22,3,1,20
283819,6,1,15,49.21063174,-123.0770661,13,52,-1,1,21
283820,6,6,23,49.21063174,-123.0770661,6,34,3,1,21
283830,6,7,29,49.21112978,-123.1404449,22,8,5,1,10
283835,6,4,1,49.20705694,-123.0235177,22,22,4,1,8
283841,6,7,7,49.29576318,-123.1497213,11,30,4,1,18
283844,6,7,8,49.20676495,-123.1346664,4,5,5,1,10
283848,6,9,25,49.27741758,-123.1142359,8,45,-1,1,1
283849,6,5,12,49.28756494,-123.1304721,15,52,4,1,22
283859,6,3,10,49.27758998,-123.112724,4,27,4,1,1
283882,6,0,24,49.27592786,-123.110658,3,23,5,1,1
283892,6,5,3,49.27661167,-123.0772651,6,32,2,1,4
283903,6,10,25,49.28014453,-123.1216668,3,15,2,1,1
283916,6,4,1,49.27650759,-123.0845927,1,46,4,1,19
283920,6,4,6,49.28014453,-123.1216668,11,18,2,1,1
283921,6,4,19,49.28014453,-123.1216668,19,28,1,1,1
283929,6,2,8,49.28200288,-123.1071929,18,8,-1,1,1
283937,6,10,12,49.28401246,-123.1216626,6,51,3,1,1
283939,6,5,27,49.29318957,-123.1359744,15,21,5,1,22
283944,6,10,1,49.22594817,-123.1129498,17,14,-1,1,13
283948,6,7,21,49.28410564,-123.0994973,11,27,4,1,1
283950,6,11,23,49.26860852,-123.1856811,13,45,2,1,9
283959,6,9,9,49.24763421,-123.1532855,2,31,4,1,0
283963,6,0,20,49.24517845,-123.1533329,14,37,1,1,0
283978,6,1,19,49.21196629,-123.0720429,15,40,3,1,21
283993,6,10,6,49.2365142,-123.1612873,11,41,4,1,0
284000,6,9,18,49.28121912,-123.1084562,16,52,-1,1,1
284005,6,9,17,49.26567003,-123.2150986,12,31,5,1,23
284009,6,10,13,49.23476146,-123.1787134,10,38,4,1,2
284016,6,9,21,49.26952888,-123.0236711,6,24,2,1,5
284020,6,6,8,49.22194408,-123.0237857,21,56,2,1,8
284031,6,8,28,49.28802951,-123.0335672,18,18,0,1,5
284040,6,6,13,49.26278015,-123.0970216,19,52,0,1,11
284041,6,9,21,49.28401246,-123.1216626,15,11,2,1,1
284058,6,4,20,49.27766925,-123.1313534,18,35,2,1,22
284059,6,9,15,49.28011113,-123.1276201,22,18,3,1,1
284071,6,1,12,49.28328265,-123.122802,14,29,3,1,1
284075,6,10,24,49.28222848,-123.1244219,22,53,1,1,22
284077,6,4,6,49.26182934,-123.1458252,20,23,2,1,3
284093,6,0,27,49.26463595,-123.1457372,18,15,1,1,3
284094,6,2,4,49.26463595,-123.1457372,15,40,2,1,3
284102,6,3,27,49.28440884,-123.1210998,23,18,0,1,22
284103,6,6,28,49.28440884,-123.1210998,19,0,1,1,22
284110,6,5,15,49.28785971,-123.1241885,23,39,0,1,1
284114,6,1,8,49.27446245,-123.1189033,11,33,-1,1,1
284120,6,6,19,49.21017519,-123.117225,17,12,-1,1,10
284124,6,5,26,49.26039799,-123.1149251,10,43,4,1,11
284128,6,8,22,49.25121346,-123.1153297,15,23,1,1,17
284139,6,10,14,49.21694014,-123.116733,14,58,5,1,10
284140,6,10,15,49.21694014,-123.116733,18,0,-1,1,10
284144,6,8,14,49.26496761,-123.1148669,8,11,0,1,3
284148,6,6,14,49.26320463,-123.1147804,9,15,1,1,11
284152,6,10,17,49.28255831,-123.1096141,18,7,1,1,1
284162,6,1,4,49.28104101,-123.0847929,11,53,2,1,19
284171,6,8,22,49.22819371,-123.1736078,9,17,1,1,7
284173,6,10,6,49.28242833,-123.1042651,1,44,4,1,1
